,lugares,labels,Quotes,order,Position,LAT_google,LON_google,LON_geopy,LAT_geopy,address,,,,
352,Vatican,GPE,"He looked to be in his late-thirties, indeed a child by Vatican standards",223,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
353,Vatican,FAC,"“W 
ator calls
hen the Vatican oper 
me a half hour before I begin conclave to
tell me a woman is calling from yourprivate office to warn me of some sort of major security threat of which I have not been informed, thatconcerns me",224,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
35,Vatican City,GPE,“The destruction of Vatican City,225,10,41.902916,12.453389,0.099991805,52.21370905,"Churchill College (University of Cambridge), Madingley Road, Eddington, Cambridge, Cambridgeshire, East of England, England, CB3 0DS, United Kingdom",,,,
530,Vittoria,GPE,".”40
I s this true?” the camerlegno demanded, looking amazed as he turned from Vittoria to Olivetti",226,94,42.7623971,-80.3230194,58.129643,60.7372706,"Пырам, Чердынский городской округ, Пермский край, Приволжский федеральный округ, Россия",,,,
36,Vatican City,GPE,"“Are you certain it is
inside Vatican City?” the camerlegno asked",227,10,41.902916,12.453389,0.099991805,52.21370905,"Churchill College (University of Cambridge), Madingley Road, Eddington, Cambridge, Cambridgeshire, East of England, England, CB3 0DS, United Kingdom",,,,
786,"the mome e  
 
nt",FAC,"We have a number of other security concerns at the mome e
nt, and with all du 
respect to Ms",228,228,36.153287,-95.498548,,,,,,,
37,Vatican City,GPE,"“That droplet is enough to level Vatican City! Did you even listen to a word I told you?”
“Ma’am,” Olivetti said, his voice like steel, “my experience with explosives is extensive",229,10,41.902916,12.453389,0.099991805,52.21370905,"Churchill College (University of Cambridge), Madingley Road, Eddington, Cambridge, Cambridgeshire, East of England, England, CB3 0DS, United Kingdom",,,,
38,Vatican City,GPE,"“Dangerous or not, Illuminati or no Illuminati, whatever this thing is, it most certainly should not be inside Vatican City ",230,10,41.902916,12.453389,0.099991805,52.21370905,"Churchill College (University of Cambridge), Madingley Road, Eddington, Cambridge, Cambridgeshire, East of England, England, CB3 0DS, United Kingdom",,,,
39,Vatican City,GPE,"“Signore, if you are suggesting we make a naked-eye search of the entirety of Vatican City then I must object",231,10,41.902916,12.453389,0.099991805,52.21370905,"Churchill College (University of Cambridge), Madingley Road, Eddington, Cambridge, Cambridgeshire, East of England, England, CB3 0DS, United Kingdom",,,,
128,Rome,GPE,"The IF signature suggests he’s somewhere in Rome 
, but there’s really no way to 
trace him",232,11,41.9027835,12.4963655,-76.89641403,42.62798415,"Seneca Lake, Watkins Glen, Torrey, Schuyler County, New York, United States",,,,
354,Vatican,FAC,The abolition of the Vatican is nonnegotiable,233,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
355,Vatican,FAC,"Do you really believe the Vatican is immune?”Jesus, Langdon thought, they’ve got someone on the inside ",234,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
741,the Sistine Chapel,FAC,"“Where did you get this information!”
“Camerlegno,” the caller gloated, “ask your commander if all your cardinals are present in the Sistine Chapel",235,161,33.7884471,-117.900887,,,,,,,
742,the Sistine Chapel,FAC," 
“Signore,” Olivetti whispered in the camerlegno’s ear, “it is true that four of our cardinals have not yet reported to the Sistine Chapel, but there is no need for alarm",236,161,33.7884471,-117.900887,,,,,,,
40,Vatican City,GPE,"Every one of them checked into the residence hall this m 
fely inside
orning, so we know they are sa 
Vatican City",237,10,41.902916,12.453389,0.099991805,52.21370905,"Churchill College (University of Cambridge), Madingley Road, Eddington, Cambridge, Cambridgeshire, East of England, England, CB3 0DS, United Kingdom",,,,
787,Paris,GPE,"There is Cardinal Lamassé from Paris, Cardinal Guidera from Barcelona, Cardinal Ebner from Frankfurt ",238,238,48.856614,2.3522219,-81.1515962,41.1018669,"Planet Earth, SR 14, Edinburg, Edinburg Township, Portage County, Ohio, 44412, United States",,,,
788,Barcelona,GPE,"There is Cardinal Lamassé from Paris, Cardinal Guidera from Barcelona, Cardinal Ebner from Frankfurt ",239,239,36.0881056,-95.9241306,2.1774322,41.3828939,"Barcelona, Barcelonès, Barcelona, Catalunya, 08001, España",,,,
789,Frankfurt,GPE,"There is Cardinal Lamassé from Paris, Cardinal Guidera from Barcelona, Cardinal Ebner from Frankfurt ",240,240,50.1109221,8.6821267,3.7070719,43.935142,"Ganges, Lodève, Hérault, Occitanie, France métropolitaine, 34190, France",,,,
322,Italy,GPE,“And from Italy ,241,58,41.87194,12.56738,2.9158784,50.5461539,"Don, Lille, Nord, Hauts-de-France, France métropolitaine, 59272, France",,,,
356,Vatican,FAC,"The church had made some deadly enem 
plar, arm 
ies through the years-the Hassassin, the Knights Tem 
ies that had been
either hunted by the Vatican or betrayed by them",242,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
793,the City of God,GPE,"“Isn’t threatening to destroy the City of God enough?”
“Forget your four cardinals",243,243,40.4223669,-86.8668498,,,,,,,
129,Rome,GPE,"What else do I know? That this whole situation is insanity, that’s what I know! “After the brandings, the scientists were murdered, and their bodies were dropped in public locations around Rome as a warning to other scientists not to join the Illuminati",244,11,41.9027835,12.4963655,-76.89641403,42.62798415,"Seneca Lake, Watkins Glen, Torrey, Schuyler County, New York, United States",,,,
130,Rome,GPE,Have you not counted lately? There are over four hundred Catholic churches in Rome,245,11,41.9027835,12.4963655,-76.89641403,42.62798415,"Seneca Lake, Watkins Glen, Torrey, Schuyler County, New York, United States",,,,
41,Vatican City,GPE,The Catholic Church will continue with or without Vatican City,246,10,41.902916,12.453389,0.099991805,52.21370905,"Churchill College (University of Cambridge), Madingley Road, Eddington, Cambridge, Cambridgeshire, East of England, England, CB3 0DS, United Kingdom",,,,
42,Vatican City,GPE,"Tell me, why is Vatican City a walled citadel?”
“Men of God live in a dangerous world,” the camerlegno said",247,10,41.902916,12.453389,0.099991805,52.21370905,"Churchill College (University of Cambridge), Madingley Road, Eddington, Cambridge, Cambridgeshire, East of England, England, CB3 0DS, United Kingdom",,,,
357,Vatican,FAC," 
“How young areyou? The Vatican is a fortress because the Catholic Church holds ha 
lf of 
its equity insideits walls-rare paintings, sculpture, devalued jewels, priceless books ",248,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
794,Vatican Bank,GPE,then there is the gold bullion and the real estate deeds inside the Vatican Bank vaults,249,249,41.9038641,12.4567781,14.4844937,40.74874175,"Basilica, Via del Foro, Masseria Curato, Pompei, Napoli, Campania, 80045, Italia",,,,
358,Vatican,GPE,"Inside estimates put the raw value of Vaticandolla 
City at 48",250,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
795,Illuminati Diamond,LOC,".”
i 
Langdon flashed on the alleged Illum nati fortunes, the ancient wealth of the Bavarian stone masons, the Rothschilds, the Bilderbergers, the legendary Illuminati Diamond",251,251,,,-68.935089,44.869496,"Levant, Penobscot County, Maine, 04450, United States",,,,
689,Mortati,GPE," 42
C ardinal Mortati was sweating now in his black robe",252,160,40.6552458,-73.945734,-74.0060152,40.7127281,"New York, United States",,,,
690,Mortati,GPE,Were they ill? Something they ate? Mortati doubted it,253,160,40.6552458,-73.945734,-74.0060152,40.7127281,"New York, United States",,,,
798,Milan,GPE,Tonight that man was Cardinal Aldo Baggia from Milan,254,254,45.4642035,9.189982,-90.0701156,29.9499323,"New Orleans, Orleans Parish, Louisiana, United States",,,,
691,Mortati,GPE, So where the devil is he? Mortati wondered,255,160,40.6552458,-73.945734,-74.0060152,40.7127281,"New York, United States",,,,
692,Mortati,GPE,"A week ago, the College of Cardinals had unanimously chosen Mortati for the office known as The Great Elector 
’s
-the conclave 
internal master of ceremonies",256,160,40.6552458,-73.945734,-74.0060152,40.7127281,"New York, United States",,,,
743,the Sistine Chapel,FAC,"Even though the camerlegno was the church’s ranking official, the camerlegno was only a priest and had little familiarity with the complex election process, so one cardinal was selected to oversee the ceremony from within the Sistine Chapel",257,161,33.7884471,-117.900887,,,,,,,
799,The Great Elector,FAC," 
Cardinals often joked that being appointed The Great Elector was the cruelest honor in Christendom",258,258,,,12.4567739,41.9038494,"Banca Vaticana, Via di Belvedere, Città del Vaticano, 00120, Città del Vaticano",,,,
693,Mortati,GPE," 
Mortati held no grudge, though",259,160,40.6552458,-73.945734,-74.0060152,40.7127281,"New York, United States",,,,
694,Mortati,GPE,"Although Mortati was technically still within the legal ag 
e window for election,
he was getting a bit old to be a serious candidate",260,160,40.6552458,-73.945734,-74.0060152,40.7127281,"New York, United States",,,,
695,Mortati,GPE,"Mortati suspected much of the cardinals’ dislike was jealousy, and Mortati i 
actually adm red the young man, secretly applauding the late Pope’s selection for chamberlain",261,160,40.6552458,-73.945734,-74.0060152,40.7127281,"New York, United States",,,,
696,Mortati,GPE,"The miracle and wonder of it, Mortati thought, often wishing his own childhood had presented an event that fostered that kind of aith",262,160,40.6552458,-73.945734,-74.0060152,40.7127281,"New York, United States",,,,
697,Mortati,GPE," 
doubtless f 
Unfortunately for the church, Mortati knew, the camerlegno would never become Pope in 
his elder years",263,160,40.6552458,-73.945734,-74.0060152,40.7127281,"New York, United States",,,,
698,Mortati,GPE," 
Mortati looked up",264,160,40.6552458,-73.945734,-74.0060152,40.7127281,"New York, United States",,,,
666,St. Peter’s Square,GPE," 43
L angdon stood m nless at the Pope’s bulle 
otio 
tproof window and gazed down at the
bustle of media trailers in St",265,156,41.9022225,12.4567283,139.7594549,35.6828387,"東京都, 日本",,,,
131,Rome,GPE,".”
“You suggest we cancel conclave right now?”
“Do I have a choice?”
“What about your charge to bring a new Pope?”
The young chamberlain sighed and turned to the window, his eyes drifting out onto the sprawl of Rome 
ld m below",266,11,41.9027835,12.4963655,-76.89641403,42.62798415,"Seneca Lake, Watkins Glen, Torrey, Schuyler County, New York, United States",,,,
800,Marching,FAC,“Marching one hundred sixty-five cardinals unprepared and unprotected into Rome would be reckless,267,267,32.7452945,-97.3015087,-75.8449946,43.1561681,"New York, United States",,,,
132,Rome,GPE,“Marching one hundred sixty-five cardinals unprepared and unprotected into Rome would be reckless,268,11,41.9027835,12.4963655,-76.89641403,42.62798415,"Seneca Lake, Watkins Glen, Torrey, Schuyler County, New York, United States",,,,
744,the Sistine Chapel,FAC," 
“In addition,” Olivetti said, “the Sistine Chapel is a fortress",269,161,33.7884471,-117.900887,,,,,,,
133,Rome,GPE,"Some of surrounding 
Rome may be in danger",270,11,41.9027835,12.4963655,-76.89641403,42.62798415,"Seneca Lake, Watkins Glen, Torrey, Schuyler County, New York, United States",,,,
610,St. Peter’s,GPE,.” She glanced warily out the window at the crowd in St,271,150,39.0111135,-94.5775056,-103.3940184,25.507251,"Calle del Teflón, Torreón, Coahuila de Zaragoza, 27296, México",,,,
43,Vatican City,GPE,"There is a possibility, if we kill power to Vatican City, that we can eliminate the background RF
and create a clean enough environment to get a reading on that canister’s ma field",272,10,41.902916,12.453389,0.099991805,52.21370905,"Churchill College (University of Cambridge), Madingley Road, Eddington, Cambridge, Cambridgeshire, East of England, England, CB3 0DS, United Kingdom",,,,
801,ma field,FAC,"There is a possibility, if we kill power to Vatican City, that we can eliminate the background RF
and create a clean enough environment to get a reading on that canister’s ma field",273,273,42.518757,-71.6972951,125.5595892,7.0638726,"Eternal, Nabua Subdivision, Bangkal, Davao City, Davao Region, 8023, Philippines",,,,
44,Vatican City,GPE,"“You want to black outVatican City?”
“Possibly",274,10,41.902916,12.453389,0.099991805,52.21370905,"Churchill College (University of Cambridge), Madingley Road, Eddington, Cambridge, Cambridgeshire, East of England, England, CB3 0DS, United Kingdom",,,,
745,the Sistine Chapel,FAC,"“Stand on the altar of the Sistine Chapel and lie to the College of Cardinals?”
“For their own safety",275,161,33.7884471,-117.900887,,,,,,,
45,Vatican City,GPE,"“Believe me, removing all protection from Vatican City in order to stake out hundreds of churches is what the Illuminati hopewe will do ",276,10,41.902916,12.453389,0.099991805,52.21370905,"Churchill College (University of Cambridge), Madingley Road, Eddington, Cambridge, Cambridgeshire, East of England, England, CB3 0DS, United Kingdom",,,,
802,St. Francis,GPE, prayer of St,277,277,36.0735672,-95.9184801,-1.826183,51.1788293,"Stonehenge, The Avenue, Amesbury, Wiltshire, South West England, England, SP4 7DE, United Kingdom",,,,
804,London,GPE," 44
T he central office of the British Broadcast Corporation (B ) is in London just west BC 
of Piccadilly 
rcus",278,278,51.5073509,-0.1277583,9.1905,45.4668,"Milano, Lombardia, Italia",,,,
813,Piccadilly,GPE," 44
T he central office of the British Broadcast Corporation (B ) is in London just west BC 
of Piccadilly 
rcus",279,279,41.6618524,-70.2006964,12.4829321,41.8933203,"Roma, Roma Capitale, Lazio, Italia",,,,
814,Mid-East,LOC," 
The voice on the line was raspy, with a Mid-East accent",280,280,38.5940129,-90.5131417,-71.6553992,43.4849133,"New Hampshire, United States",,,,
46,Vatican City,GPE,"The public, it seemed, had little interest in Vatican City",281,10,41.902916,12.453389,0.099991805,52.21370905,"Churchill College (University of Cambridge), Madingley Road, Eddington, Cambridge, Cambridgeshire, East of England, England, CB3 0DS, United Kingdom",,,,
134,Rome,GPE,"“What’s the angle?”
“Do you have a TV reporter in Rome covering the election?”
“I believe so",282,11,41.9027835,12.4963655,-76.89641403,42.62798415,"Seneca Lake, Watkins Glen, Torrey, Schuyler County, New York, United States",,,,
47,Vatican City,GPE,"Yawning, she looked at her computer and typed in the keywords “Vatican City",283,10,41.902916,12.453389,0.099991805,52.21370905,"Churchill College (University of Cambridge), Madingley Road, Eddington, Cambridge, Cambridgeshire, East of England, England, CB3 0DS, United Kingdom",,,,
805,London,GPE,He was a new guy the BBC had just brought up from some trashy London tabloid to handle some of the BBC’s more mundane coverage,284,278,51.5073509,-0.1277583,9.1905,45.4668,"Milano, Lombardia, Italia",,,,
48,Vatican City,GPE,The BBC content editor copied down the reporter’s satelliteVatican City,285,10,41.902916,12.453389,0.099991805,52.21370905,"Churchill College (University of Cambridge), Madingley Road, Eddington, Cambridge, Cambridgeshire, East of England, England, CB3 0DS, United Kingdom",,,,
359,Vatican,FAC,"But Vittoria knew if news of the Vatican predicament leaked out, the entire area could fill with onlookers in a matter of minutes",286,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
49,Vatican City,GPE,The archives are across Vatican City,287,10,41.902916,12.453389,0.099991805,52.21370905,"Churchill College (University of Cambridge), Madingley Road, Eddington, Cambridge, Cambridgeshire, East of England, England, CB3 0DS, United Kingdom",,,,
323,Italy,GPE,Italy is a bit far to come on a lark when you make a teacher’s salary,288,58,41.87194,12.56738,2.9158784,50.5461539,"Don, Lille, Nord, Hauts-de-France, France métropolitaine, 59272, France",,,,
815,the Santa Ana Gate,FAC,“Just behind the Santa Ana Gate,289,289,33.7275994,-117.8436904,,,,,,,
816,St. Peter’s Throne,GPE,Most scholars believe it is through the secret door behind St,290,290,43.785156,-79.6109023,12.4884812,41.9036643,"Fontana del Tritone, Rione II Trevi, Municipio Roma I, Roma, Roma Capitale, Lazio, Italia",,,,
611,St. Peter’s,GPE,".”
Overhead the bells of St",291,150,39.0111135,-94.5775056,-103.3940184,25.507251,"Calle del Teflón, Torreón, Coahuila de Zaragoza, 27296, México",,,,
817,the Borgia Courtyard,FAC,".”46
T he Secret Vatican Archives are located at the far end of the Borgia Courtyard directly up a hill from the Gate of Santa Ana",292,292,,,115.9886929,-32.0044972,"Twen Lane, Wattle Grove, City Of Kalamunda, Western Australia, 6058, Australia",,,,
820,the Gate of Santa Ana,FAC,".”46
T he Secret Vatican Archives are located at the far end of the Borgia Courtyard directly up a hill from the Gate of Santa Ana",293,293,33.7449055,-117.8889834,,,,,,,
360,Vatican,FAC,"Galileo’s Illuminati needed to protect themselves from the Vatican, so they founded an ultrasecret Illuminati meeting place here in Rome",294,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
135,Rome,GPE,"Galileo’s Illuminati needed to protect themselves from the Vatican, so they founded an ultrasecret Illuminati meeting place here in Rome",295,11,41.9027835,12.4963655,-76.89641403,42.62798415,"Seneca Lake, Watkins Glen, Torrey, Schuyler County, New York, United States",,,,
361,Vatican,FAC,Their meeting place was simply where they could safely congregate and discuss topics forbidden by the Vatican,296,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
136,Rome,GPE,"Word of Galileo’s brotherhood started to spread in the 1630s, and scien ts
tis 
from 
a around the world m de secret pilgrimages to Rome hoping to join the Illuminati ",297,11,41.9027835,12.4963655,-76.89641403,42.62798415,"Seneca Lake, Watkins Glen, Torrey, Schuyler County, New York, United States",,,,
137,Rome,GPE,"Unfortunately, though, because of the Illuminati’s secrecy, scientists arriving in Rome never knew where to go for the meetings or to whom they could safely speak",298,11,41.9027835,12.4963655,-76.89641403,42.62798415,"Seneca Lake, Watkins Glen, Torrey, Schuyler County, New York, United States",,,,
362,Vatican,FAC,".”
“But if the Vatican wanted to find the Illuminati,” Vittoria argued, “couldn’t theysimply follow the markers?”
“No",299,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
363,Vatican,FAC,"If these markers were in public locations, certainly there existed members of the Vatican who could have figured it out",300,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
138,Rome,GPE,"They created ma that
rkers 
faded into the backdrop of ancient Rome",301,11,41.9027835,12.4963655,-76.89641403,42.62798415,"Seneca Lake, Watkins Glen, Torrey, Schuyler County, New York, United States",,,,
139,Rome,GPE,"First, the sculptures had to look like the rest of the artwork in Rome ",302,11,41.9027835,12.4963655,-76.89641403,42.62798415,"Seneca Lake, Watkins Glen, Torrey, Schuyler County, New York, United States",,,,
364,Vatican,FAC,artwork that the Vatican would neversuspect belonged to the Illuminati,303,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
821,Earth,LOC,"“Early alchemists believed the entire universe was made up of only four substances: Earth, Air, Fire, and Water",304,304,37.2321077,-95.7243335,-1.2649062,52.5310214,"England, United Kingdom",,,,
822,Earth,LOC,".”
The early cross, Langdon knew, was the most common symb 
ents-four
ol of the four elem 
arms representing Earth, Air, Fire, and Water",305,304,37.2321077,-95.7243335,-1.2649062,52.5310214,"England, United Kingdom",,,,
823,Earth,LOC,"Beyond that, though, there existed literallydozensof symbolic occurrences of Earth, Air, Fire, and Water throughout history-the Pythagorean cycles of life, the Chinese Hong-Fan, the Jungian male and female rudiments, the quadrants of the Zodiac, even the Muslims revered the four ancient elements ",306,304,37.2321077,-95.7243335,-1.2649062,52.5310214,"England, United Kingdom",,,,
824,Earth,LOC,".” For Langdon, though, it was a more modern usage that always gave him chillsthe Mason’s four mystic grades of Absolute Initiation: Earth, Air, Fire, and Water",307,304,37.2321077,-95.7243335,-1.2649062,52.5310214,"England, United Kingdom",,,,
825,Earth,LOC,"“So this Illuminati artist created four pieces of art that lookedreligious, but were actually tributes to Earth, Air, Fire, and Water?”
“Exactly,” Langdon said, quickly turning up Via Sentinel toward the archives",308,304,37.2321077,-95.7243335,-1.2649062,52.5310214,"England, United Kingdom",,,,
140,Rome,GPE,“The pieces blended into the sea of religious artwork all over Rome,309,11,41.9027835,12.4963655,-76.89641403,42.62798415,"Seneca Lake, Watkins Glen, Torrey, Schuyler County, New York, United States",,,,
141,Rome,GPE,"By donating the artwork anonymously to specific churches and then using their political influence, the brotherhood facilitated placement of these four pieces in carefully chosen churches in Rome",310,11,41.9027835,12.4963655,-76.89641403,42.62798415,"Seneca Lake, Watkins Glen, Torrey, Schuyler County, New York, United States",,,,
826,Earth,LOC,"If an Illuminati candidate could find the first church and the marker for Earth, he could follow it to Air ",311,304,37.2321077,-95.7243335,-1.2649062,52.5310214,"England, United Kingdom",,,,
851,the Northern Wing,LOC,"As he moved in dim solitude down the Northern Wing, the challenge of the past fifteen days weighed heavy in his bones",312,312,46.3269819,-85.4936444,,,,,,,
365,Vatican,FAC," 
As was Vatican tradition, following the Pope’s death the camerlegno had personally confirmed expiration by placing his fingers on the Pope’s carotid artery, listening for breath, and then calling the Pope’s name three times",313,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
852,Christendom,LOC,It was one of the oldest traditions in Christendom,314,314,38.9497286,-78.146118,-87.74094396,41.79929745,"The Crossing Plaza, Chicago, Lake Township, Cook County, Illinois, United States",,,,
853,the Great Elector,FAC,"Mortati’s appointment as the Great Elector, the camerlegno assured himself, was a good one",315,315,,,,,,,,,
854,the Royal Staircase,FAC," 
As the camerlegno arrived at the top of the Royal Staircase, he felt as though he were standing on the precipice of his life",316,316,41.9913883,-87.9479963,,,,,,,
858,earth Carlo,FAC,"Where else would he be? Even in his short decade on earth Carlo had felt the majesty of God-the thundering pipe organs, the towering domes, the voices raised in song, the stained glass, shimmering bronze and gold",317,317,40.80706,-73.9642707,-2.786380948,54.04553925,"Biology Building, Wyresdale Road, Primrose, Moorlands, Lancaster, Lancashire, North West England, England, LA1 3RF, United Kingdom",,,,
859,Palermo,GPE," the b 
His heaven, Carlo learned as 
linding lights were turned off, was actually the
Intensive Care Unit in Santa Clara Hospital 
een the soleoutside of Palermo",318,318,38.11569,13.3614868,123.6403786,10.10334515,"Rotunda, Carcar, Cebu, Central Visayas, Philippines",,,,
803,St. Francis,GPE,"Carlo had, for some unknown reason, only moments before the blast, left his mother’s side and ventured into a protected alcove to ponder a tapestry depicting the story of St",319,277,36.0735672,-95.9184801,-1.826183,51.1788293,"Stonehenge, The Avenue, Amesbury, Wiltshire, South West England, England, SP4 7DE, United Kingdom",,,,
273,earth,LOC,seeing his mother’s face in the billowing white clouds as he soared to earth,320,41,37.2321077,-95.7243335,2.214495016,40.2678399,"Mar Balear, España",,,,
855,the Royal Staircase,FAC," 
Now, as Camerlegno Carlo Ventresca descended the Royal Staircase, he tried to comprehend the chain of events that had delivered him to this extraordinary crossroads",321,316,41.9913883,-87.9479963,,,,,,,
746,the Sistine Chapel,FAC," 
He could see the great bronze door of the Sistine Chapel now, dutifu ur
lly protected by fo 
Swiss Guards",322,161,33.7884471,-117.900887,,,,,,,
612,St. Peter’s,GPE," 48
B BC journalist Gunther Glick sat sweating in the BBC network van parked on the eastern edge of St",323,150,39.0111135,-94.5775056,-103.3940184,25.507251,"Calle del Teflón, Torreón, Coahuila de Zaragoza, 27296, México",,,,
50,Vatican City,GPE,"Although Glick’s first monthly review had come back filled with superlatives-resourceful, sharp, dependable-here he was in Vatican City on “Pope-Watch",324,10,41.902916,12.453389,0.099991805,52.21370905,"Churchill College (University of Cambridge), Madingley Road, Eddington, Cambridge, Cambridgeshire, East of England, England, CB3 0DS, United Kingdom",,,,
366,Vatican,FAC,"He was to sit here waiting for a bunch of old farts to elect their next chief old fart, then he was to step outside and record a fifteen-second “live” spot with the Vatican as a backdrop",325,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
51,Vatican City,GPE," 
The imperial m 
fore him 
ountain of Vatican City rose be as a dismal reminder of what men
could accom 
i 
plish when they put their m nds to it",326,10,41.902916,12.453389,0.099991805,52.21370905,"Churchill College (University of Cambridge), Madingley Road, Eddington, Cambridge, Cambridgeshire, East of England, England, CB3 0DS, United Kingdom",,,,
52,Vatican City,GPE,"“Gunther Glick, BBC, Live in Vatican City",327,10,41.902916,12.453389,0.099991805,52.21370905,"Churchill College (University of Cambridge), Madingley Road, Eddington, Cambridge, Cambridgeshire, East of England, England, CB3 0DS, United Kingdom",,,,
531,Vittoria,GPE,".”94 
L angdon and Vittoria stood alone now outside the double doors that led to the inner sanctum of the Secret Archives",328,94,42.7623971,-80.3230194,58.129643,60.7372706,"Пырам, Чердынский городской округ, Пермский край, Приволжский федеральный округ, Россия",,,,
862,Curatore,GPE," ARCHIVIO VATICANO 
Curatore, Padre Jaqui TomasoFather Jaqui Tomaso ",329,329,39.2944179,16.2506233,-87.5981621,41.7890511,"Dialogo, 5801, South Ellis Avenue, Hyde Park, Chicago, Hyde Park Township, Cook County, Illinois, 60637, United States",,,,
863,LEVANT,GPE,LEVANT ,330,330,34.0757336,37.9784585,12.3747329,51.3406321,"Leipzig, Sachsen, Deutschland",,,,
367,Vatican,FAC,“Looks like the Vatican has its own system,331,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
864,scann,GPE,".”
Langdon proceeded do next aisle, scann 
wn the 
ing the tabs as he talked",332,332,32.8058777,-117.1195075,-63.18554504,-17.76075375,"Gran Centro Coliseum, Calle Muralto, 23 de Marzo, Santa Cruz de la Sierra, Municipio Santa Cruz de la Sierra, Provincia Andrés Ibáñez, Santa Cruz, 10260, Bolivia",,,,
368,Vatican,FAC,It is accepted theory now that the clue exists and that Galileo mass distributed it to the scientific community without the Vatican ever knowing,333,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
369,Vatican,FAC,".”
“That the Vatican no doubt saw",334,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
865,Diàlogo,GPE,"“Are you
fam 
ed
iliar with a book by Galileo call Diàlogo?”
“Of course",335,335,41.7890901,-87.5981559,-102.4107493,34.2331373,"Earth, Lamb County, Texas, United States",,,,
370,Vatican,FAC,"In the early 1630s, Galileo had wanted to publish a book endorsing the Copernican heliocentric model of the solar system, but the Vatican would not permit the book’s release unless Galileo included equally 
ence for the church’spersuasive evid geocentric model-a model Galileo knew to be dead wrong",336,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
371,Vatican,FAC," 
“As you probably know,” Langdon said, “despite Galileo’s compromise, Diàlogowas still seen as heretical, and the Vatican placed him under house arrest",337,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
142,Rome,GPE,"Like some of
Galileo’s previous manuscripts, Diagrammawas smuggled out of Rome ndby a friend a 
quietly published in Holland",338,11,41.9027835,12.4963655,-76.89641403,42.62798415,"Seneca Lake, Watkins Glen, Torrey, Schuyler County, New York, United States",,,,
866,Holland,GPE,"Like some of
Galileo’s previous manuscripts, Diagrammawas smuggled out of Rome ndby a friend a 
quietly published in Holland",339,339,52.132633,5.291266,7.8988745,45.8318646,"La Prigione, Alpe Tailly, Alagna Valsesia, Vercelli, Piemonte, 13021, Italia",,,,
372,Vatican,FAC,Then the Vatican caught wind of it and went on a book-burning campaign,340,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
373,Vatican,FAC,"But between the Vatican burnings and the booklet’s low permanence rating, the booklet has disappeared off the face of the earth",341,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
