,Unnamed: 0,lugares,LAT_google,LON_google,labels,Quotes,Position,cluster_label
455,1020,this Chigi Chapel,41.9114511,12.4764951,FAC,"“Where is this Chigi Chapel?”
Langdon gazed through the dusky ghostliness toward the back of the cathedral and studied the outer walls",455,1
459,936,the Chigi Chapel,41.9114511,12.4764951,FAC," 
It seemed the Chigi Chapel was located in the third of four recessed alcoves to their right",459,1
460,937,the Chigi Chapel,41.9114511,12.4764951,FAC,"They would have to traverse the length of the cathedral, passing three other chapels, each of them, like the Chigi Chapel, covered with translucent plastic shrouds",460,1
461,938,the Chigi Chapel,41.9114511,12.4764951,FAC,"Finished entirely in chestnut marble, the Chigi Chapel was breathtaking",461,1
465,311,Rome,41.902783500000005,12.4963655,GPE,"Gunther Glick was checking his map of Rome, apparen t",465,1
468,939,the Chigi Chapel,41.9114511,12.4764951,FAC,deeper and deeper beneath the floor of the Chigi Chapel,468,1
485,520,The Chigi Chapel,41.9114511,12.4764951,FAC,The Chigi Chapel was packed with Swiss Guards,485,1
486,612,Vatican,41.902916,12.453389,FAC,Galileo was a thorn in the Vatican’s side,486,0
487,613,Vatican,41.902916,12.453389,FAC,Bernini was the Vatican’s wonder boy,487,0
488,614,Vatican,41.902916,12.453389,FAC,He was elected the Vatican’s overall artistic authority,488,0
489,767,Vatican City,41.902916,12.453389,GPE,"He practically lived inside Vatican City his entire life!”
“A perfect cover",489,0
490,615,Vatican,41.902916,12.453389,FAC,"That way, the Vatican would never find out",490,0
491,312,Rome,41.902783500000005,12.4963655,GPE,"Could it be that here in this tiny Chigi Chapel, the worldrenowned Bernini had placed a sculpture that pointed across Rome toward the next altar of science?
“Bernini,” he said",491,1
492,313,Rome,41.902783500000005,12.4963655,GPE,".”
“Who other than a famous Vatican artist would have had the clout to put his artwork in 
specific Catholic chapels around Rome and create the Path of Illumination?notCertainly 
an unknown",492,1
494,616,Vatican,41.902916,12.453389,FAC,"As he drew near, Langdon recognized the work was pure Bernini-the intensity of the artistic composition, the intricate faces and flowing clothing, all from the purest white marble Vatican money could buy",494,0
496,242,Piazza del Popolo,41.91070379999999,12.4763579,FAC,"“Well I’ll be damned!”70
G unther Glick and Chinita Macri sat parked in the BBC van in the shadows at the far end of Piazza del Popolo",496,1
497,314,Rome,41.902783500000005,12.4963655,GPE,"It was getting dark now, the springtime sun setting late in southern Rome 
",497,1
504,315,Rome,41.902783500000005,12.4963655,GPE,One that shows all the churches in Rome,504,1
505,316,Rome,41.902783500000005,12.4963655,GPE,"“And I
don’t know Rome’s churches well enou-” He stopped",505,1
506,317,Rome,41.902783500000005,12.4963655,GPE,"His view of Rome, however, got better with every step",506,1
507,318,Rome,41.902783500000005,12.4963655,GPE,"Like an o 
i 
cean on f re, the red-tiled rooftops of Rome spread
out before him, glowing in the scarlet sunset",507,1
508,319,Rome,41.902783500000005,12.4963655,GPE,"From that spot, for the first time in his life, Langdon saw beyond the pollution and traffic of Rome to its ancient roots-Città di DioThe city of God",508,1
510,320,Rome,41.902783500000005,12.4963655,GPE,"There are hundreds of churches in Rome , he thought",510,1
511,321,Rome,41.902783500000005,12.4963655,GPE,"Not to mention, Rome had changed dramatically since the 1600s when churches were by law the tallest buildings allowed",511,1
512,322,Rome,41.902783500000005,12.4963655,GPE,"In the distance, on the very edge of Rome, Michelangelo’s massive dome blotted the setting sun",512,1
513,470,St. Peter’s Basilica,41.9021667,12.4539367,GPE,StPeter’s Basilica,513,0
514,768,Vatican City,41.902916,12.453389,GPE,Vatican City,514,0
517,323,Rome,41.902783500000005,12.4963655,GPE,"The line missed, by a substantial margin, the cluster of black squares indicating Rome’s major churches",517,1
518,324,Rome,41.902783500000005,12.4963655,GPE,"Unfortunately, Rome’s major churches were also Rome 
s ",518,1
519,325,Rome,41.902783500000005,12.4963655,GPE,"Unfortunately, Rome’s major churches were also Rome 
s ",519,1
521,830,Via Cola di Riezo,41.9079743,12.465208,FAC,"The path intersected the Margherita Bridge, Via Cola di Riezo, and passed through Piazza del Risorgimento, hitting no churches at all until it dead-ended abruptly at the center of St",521,0
522,245,Piazza del Risorgimento,41.906333700000005,12.4580356,FAC,"The path intersected the Margherita Bridge, Via Cola di Riezo, and passed through Piazza del Risorgimento, hitting no churches at all until it dead-ended abruptly at the center of St",522,0
523,490,St. Peter’s Square,41.9022225,12.456728300000002,GPE,"The path intersected the Margherita Bridge, Via Cola di Riezo, and passed through Piazza del Risorgimento, hitting no churches at all until it dead-ended abruptly at the center of StPeter’s Square",523,0
527,617,Vatican,41.902916,12.453389,FAC,"“The Vatican’s monolith 
y is not by Bernini",527,0
528,326,Rome,41.902783500000005,12.4963655,GPE," 
“Besides, the poem says the elements are spread across Rome ",528,1
529,491,St. Peter’s Square,41.9022225,12.456728300000002,GPE,StPeter’s Square is in Vatican City,529,0
530,769,Vatican City,41.902916,12.453389,GPE,Peter’s Square is in Vatican City,530,0
531,327,Rome,41.902783500000005,12.4963655,GPE,Not Rome,531,1
533,770,Vatican City,41.902916,12.453389,GPE,"Peter’s Square as part of Vatican City, but because it’s outside 
a the walled city, Rom n officials for centuries have claimed
it as part of Rome",533,0
534,328,Rome,41.902783500000005,12.4963655,GPE,"Peter’s Square as part of Vatican City, but because it’s outside 
a the walled city, Rom n officials for centuries have claimed
it as part of Rome",534,1
536,492,St. Peter’s Square,41.9022225,12.456728300000002,GPE,I know every corner of StPeter’s Square,536,0
538,493,St. Peter’s Square,41.9022225,12.456728300000002,GPE,"“I wasn’t thinking in those terms! That tile you’re talking about in StPeter’s Square is called the West Ponente -the i 
West W nd",538,0
540,243,Piazza del Popolo,41.91070379999999,12.4763579,FAC,"Peter’s Squarewas designed by Bernini!”
As the caravan of Alpha Romeos tore out of Piazza del Popolo, everyone was in too much of a hurry to notice the BBC van pulling out behind them",540,1
543,251,Ponte Margherita,41.90984279999999,12.472845300000001,LOC," 73
G unther Glick floored the BBC van’s accelerator and swerved through traffic as he e 
tailed the four speeding Alpha Rom os across the Tiber River on Ponte Margherita",543,0
548,618,Vatican,41.902916,12.453389,FAC," 
In addition to the men Olivetti had just dispatched, the commander had radioed ahead to the Vatican and sent additional undercover guards to the center where Bernini’s West Ponentewas located",548,0
549,494,St. Peter’s Square,41.9022225,12.456728300000002,GPE,"As Langdon looked out at the wide-open spaces of StPeter’s Square, a familiar question nagged",549,0
550,471,St. Peter’s Basilica,41.9021667,12.4539367,GPE,"The springtime sun was setting behind StPeter’s Basilica, and a massive shadow spread, engulfing the piazza",550,0
554,329,Rome,41.902783500000005,12.4963655,GPE,"It seemed Rome was suddenly filled with ellipses, pyramids, and startling geometry",554,1
555,495,St. Peter’s Square,41.9022225,12.456728300000002,GPE," 
Somewhere around the obelisk, boldly positioned outside the largest church in the world, was the second altar of science-Bernini’s West Ponente -an elliptical block in StPeter’s Square",555,0
557,330,Rome,41.902783500000005,12.4963655,GPE,"Today had been a day of phone tips, corpses, unmarked cars racing through Rome, and men in tweed jackets climbing scaffolding in search of God only knew what",557,1
559,331,Rome,41.902783500000005,12.4963655,GPE,"Not in his art books, not in his numerous trips to Rome, not everhad West Ponente ’s significance jumped out at him",559,1
562,619,Vatican,41.902916,12.453389,FAC,"Gusting from the angel’s mouth, Bernini had drawn a powerful breath of air blowing outward away from the Vatican ",562,0
563,620,Vatican,41.902916,12.453389,FAC,She pointed up at the Vatican as if showing Langdon something on the dome,563,0
565,332,Rome,41.902783500000005,12.4963655,GPE,apparently one of Rome’s homeless,565,1
566,496,St. Peter’s Square,41.9022225,12.456728300000002,GPE," 
Her video came 
nchor as sh 
ra felt like an a 
e lumbered across StPeter’s Square, pushing
through the gathering crowd",566,0
568,621,Vatican,41.902916,12.453389,FAC,"The other f bed
orcibly grab 
her by the arm and twisted her in the direction of the Vatican",568,0
569,622,Vatican,41.902916,12.453389,FAC," 
in the crowded square outside the Vatican Virgin sacrifices on the altars of science ",569,0
570,623,Vatican,41.902916,12.453389,FAC," 
tter search had turned up nothing so
Either the guards had missed the canister, or the intruder had gotten deeper inside the Vatican than Commander Olivetti had been willing to entertain",570,0
571,771,Vatican City,41.902916,12.453389,GPE," 
As the tape rolled, she told him about the conversation she had just had with Gunther Glick in Vatican City",571,0
574,333,Rome,41.902783500000005,12.4963655,GPE,".”
At that exact instant, somewhere in Rome, the Hassassin enjoyed a fleeting moment of repose in a comfortable chair",574,1
575,497,St. Peter’s Square,41.9022225,12.456728300000002,GPE," 
Robert Langdon stood nearby staring out at StPeter’s Square",575,0
579,772,Vatican City,41.902916,12.453389,GPE,".”
“Captain,” the camerlegno said, “excuse me if I seem less than hopeful, but I was under the impression that a search of Vatican City would take far more time than we have",579,0
580,624,Vatican,41.902916,12.453389,FAC,"However,ter assessing the situation, I am confident the antimatter canister is located in one of our white zones-those Vatican sectors accessible to public tours-the museums and St",580,0
581,472,St. Peter’s Basilica,41.9021667,12.4539367,GPE,"However,ter assessing the situation, I am confident the antimatter canister is located in one of our white zones-those Vatican sectors accessible to public tours-the museums and StPeter’s Basilica, for example",581,0
582,773,Vatican City,41.902916,12.453389,GPE,".”
“You intend to search only a small percentageof Vatican City?”
“Yes, signore",582,0
583,774,Vatican City,41.902916,12.453389,GPE,It is highly unlikely that an intruder gained access to the inner zones of Vatican City,583,0
584,625,Vatican,41.902916,12.453389,FAC,"We must rememb 
u 
er that the cardinals spent m ch of today in the
Vatican museums and St",584,0
585,473,St. Peter’s Basilica,41.9021667,12.4539367,GPE,"We must rememb 
u 
er that the cardinals spent m ch of today in the
Vatican museums and StPeter’s Basilica, enjo 
reas without the crowds",585,0
586,498,St. Peter’s Square,41.9022225,12.456728300000002,GPE," 
The soldier pointed to StPeter’s Square",586,0
587,775,Vatican City,41.902916,12.453389,GPE,"The central line ofstWe Ponente ’s breath points due east, directly away from Vatican City",587,0
590,334,Rome,41.902783500000005,12.4963655,GPE,"Peter’s Square ac 
ross the Tiber River and up into the heart of 
old Rome",590,1
591,335,Rome,41.902783500000005,12.4963655,GPE,"“As you can see, the line passes through almost all of Rome",591,1
594,336,Rome,41.902783500000005,12.4963655,GPE,four towering beacons rising over Rome to mark the altars of science,594,1
595,337,Rome,41.902783500000005,12.4963655,GPE," 
“It’s a long shot,” Langdon said, “but I know that many of Rome’s obelisks were erected or moved during Bernini’s reign",595,1
598,776,Vatican City,41.902916,12.453389,GPE,A mass stakeout means leaving Vatican City unprotected and canceling the search,598,0
599,626,Vatican,41.902916,12.453389,FAC,"“Would it have been created while Bernini was employed here at the Vatican?”
“Almost definitely,” Langdon said",599,0
600,627,Vatican,41.902916,12.453389,FAC,Vatican assets? He scanned the list of contents,600,0
601,628,Vatican,41.902916,12.453389,FAC," 
“Paperwork of all Vatican assets,” the guard said",601,0
602,629,Vatican,41.902916,12.453389,FAC,"In Bernini’s day, everything an artist created while under the patronage of e, by law,the Pope becam 
property of the Vatican",602,0
603,777,Vatican City,41.902916,12.453389,GPE,"“Including works placed in churches outsideVatican City?”
The soldier gave him an odd look",603,0
604,338,Rome,41.902783500000005,12.4963655,GPE,All Catholic churches in Rome are property of the Vatican,604,1
605,630,Vatican,41.902916,12.453389,FAC,All Catholic churches in Rome are property of the Vatican,605,0
607,778,Vatican City,41.902916,12.453389,GPE," 
“For MSNBC news,” she announced, “this is Kelly Horan-Jones, live from Vatican City",607,0
609,339,Rome,41.902783500000005,12.4963655,GPE,We have reports that two members of the College of Cardinals have been brutally murdered in Rome,609,1
615,631,Vatican,41.902916,12.453389,FAC," 
“This astonishing footage,” the reporter was saying, “was shot only minutes ago outside the Vatican",615,0
617,632,Vatican,41.902916,12.453389,FAC,"So far, the Vatican has refused to comment",617,0
618,779,Vatican City,41.902916,12.453389,GPE,"Outside the window, in the settling dark, the raw magnetism of human tragedy seemed to be sucking people toward Vatican City",618,0
620,780,Vatican City,41.902916,12.453389,GPE," 
all, it will b 
”
“The truth? That Vatican City is threatened to be destroyed by satanic terrorists? It only weakens our position",620,0
621,633,Vatican,41.902916,12.453389,GPE," 
“By Vatican law,” the woman continued, “no formal autopsy is ever performed on a Pope, so the Illuminati claim of murder cannot be confirmed",621,0
622,634,Vatican,41.902916,12.453389,FAC,"Nonetheless, the Illumi ti
na 
hold that the cause of the late Pope’s death was not a strokeas the Vatican reported, butpoisoning",622,0
623,541,VATICAN,41.902916,12.453389,FAC,"  MURDER AT THE VATICAN 
POPE POISONED SATAN TOUCHES HOUSE OF GOD 
The camerlegno looked away",623,0
625,543,VATICAN CITY,41.902916,12.453389,GPE,"Underneath his photo, it said: GUNTHER GLICK-LIVE IN VATICAN CITY",625,0
626,940,the Chigi Chapel,41.9114511,12.4764951,FAC,my videographer got the footage of the cardinal being removed from the Chigi Chapel,626,1
628,635,Vatican,41.902916,12.453389,FAC,"The caller told me that the Pope’s death was nota stroke, as the Vatican had thought, but rather that the Pope had been poisoned by the Illuminati",628,0
630,781,Vatican City,41.902916,12.453389,GPE,"The alleged assassin 
plies a much
deeper infiltration of Vatican City than we had imagined",630,0
631,782,Vatican City,41.902916,12.453389,GPE,In twenty minutes I will be making a decision whether or not to cancel conclave and evacuate Vatican City,631,0
632,542,VATICAN,41.902916,12.453389,FAC," 
saw the headlines on the TERROR AT THE VATICAN 
Sylvie listened to the report, unable to believe her ears",632,0
634,636,Vatican,41.902916,12.453389,FAC,"The Vatican called CERN from time to time as a
“courtesy” before issuing scathing statements condemning CERN’s research-most recently for CERN’s breakthroughs in nanotechn field the church 
ology, a denounced
because of its implications for genetic engineering",634,0
635,637,Vatican,41.902916,12.453389,FAC,"Invariably, within minutes after a Vatican salvo, Kohler’s phone would ring off the hook with techinvestment companies wanting to license the new discovery",635,0
636,783,Vatican City,41.902916,12.453389,GPE," 
Far away, in Vatican City, Cardinal Mortati carried another tray of ballots to the Sistine Chapel chimney",636,0
637,474,St. Peter’s Basilica,41.9021667,12.4539367,GPE," 83
F lashlights were no match for the voluminous blackness of StPeter’s Basilica",637,0
638,638,Vatican,41.902916,12.453389,FAC,It was the famous sunken sanctuary beneath the main altar-the sumptuous underground chamber that held the Vatican’s most sacred relics,638,0
644,639,Vatican,41.902916,12.453389,FAC,The Vatican excavated it in the forties,644,0
646,640,Vatican,41.902916,12.453389,FAC,"“Shouldn’t the Vatican tell people?”
“We all benefit from a se 
ontact with di 
nse of c 
vinity ",646,0
647,784,Vatican City,41.902916,12.453389,GPE,"What was faith 
ter all?
, af 
“Change,” the camerlegno said, “is not something we do well within Vatican City",647,0
651,340,Rome,41.902783500000005,12.4963655,GPE,"Langdon hoped they could c 
the killer before he had to consider Water -Bernini had carved dozens of fountains in Rome, most of them in front of churches",651,1
652,641,Vatican,41.902916,12.453389,FAC,"Teresa , shortly after its unveiling, had been moved from its original location inside the Vatican",652,0
653,642,Vatican,41.902916,12.453389,FAC,Teresaas too sexually explicit for the Vatican,653,0
654,643,Vatican,41.902916,12.453389,FAC,"Was it possible? Had Bernini intentionally created a work so explicit that it forced the Vatican to hide it in some out-of-the-way spot? A location perhaps that Bernini himself could suggest? Maybe a remote church on a direct line with West Ponente ’s b 
th?
rea 
As Langdon’s excitement mounted, his vague familiarity with the statue intervened, insisting the work had nothing to do with fire ",654,0
655,644,Vatican,41.902916,12.453389,FAC,Hardly Vatican fare,655,0
656,112,Holy Vatican Grottoes,41.9021667,12.4539367,FAC," 85
T he Holy Vatican Grottoes are located beneath the main floor of St",656,0
657,475,St. Peter’s Basilica,41.9021667,12.4539367,GPE," 85
T he Holy Vatican Grottoes are located beneath the main floor of StPeter’s Basilica",657,0
658,645,Vatican,41.902916,12.453389,FAC,"Not only was he facing the most devastating threat in Vatican history, but he was doing it without his mentor and friend ",658,0
659,646,Vatican,41.902916,12.453389,FAC,Vatican laws are established to protect this church,659,0
662,1009,the Vatican Grottoes,41.9021667,12.4539367,FAC," 
Thirty second 
, Vittoria was standing before a corpse when
s later, in the Vatican Grottoes 
the electronic squawk of a walkie-talkie broke the silence",662,0
663,785,Vatican City,41.902916,12.453389,GPE," 
When Olivetti’s Alpha Romeo tore out of Vatican City, this time there was no line of unmarked cars following him",663,0
664,341,Rome,41.902783500000005,12.4963655,GPE,"Where are we going?”88
E ven with its siren now affixed and blaring, Olivetti’s Alpha Romeo seemed to go unnoticed as it rocketed across the bridge into the heart of old Rome",664,1
665,647,Vatican,41.902916,12.453389,FAC,"All the traffic was moving in the other direction, toward the Vatican, as if the Holy See had suddenly become the hottest entertainment in Rome",665,0
666,342,Rome,41.902783500000005,12.4963655,GPE,"All the traffic was moving in the other direction, toward the Vatican, as if the Holy See had suddenly become the hottest entertainment in Rome",666,1
669,648,Vatican,41.902916,12.453389,FAC,"a plot including a powerful, ruthless and illegal Masonic lodge with tentacles stretching into the Vatican",669,0
671,649,Vatican,41.902916,12.453389,FAC,"He pictured the Vatican Curator collapsing in spasms of outrage at the thought of this priceless artifact being packed around Rome like some tourist ma 
thought of the m 
p",671,0
672,343,Rome,41.902783500000005,12.4963655,GPE,"He pictured the Vatican Curator collapsing in spasms of outrage at the thought of this priceless artifact being packed around Rome like some tourist ma 
thought of the m 
p",672,1
674,476,St. Peter’s Basilica,41.9021667,12.4539367,GPE," 
Only a hundred yards away, inside the thick walls of StPeter’s Basilica, the world was serene",674,0
675,822,Vatican City’s,41.902916,12.453389,GPE,"The search of Vatican City’s pub 
d noth 
lic access areas so far had yielde 
ing",675,0
676,786,Vatican City,41.902916,12.453389,GPE," 
It seemed every day since Chartrand had arrived in Vatican City he had learned some new Vatican mystery",676,0
677,650,Vatican,41.902916,12.453389,FAC," 
It seemed every day since Chartrand had arrived in Vatican City he had learned some new Vatican mystery",677,0
678,651,Vatican,41.902916,12.453389,FAC,"Then again, Chartrand realized, never before in history had the Vatican been sitting on what amounted to some clearsort of neoteric nu 
warhead",678,0
679,787,Vatican City,41.902916,12.453389,GPE,The camerlegno was the person inside Vatican City for whom Chartrand held the most respect,679,0
680,652,Vatican,41.902916,12.453389,FAC," 
Chartrand had only been at the Vatican a few months when he heard the story of the bomb that blew up the camerlegno’s mother before the kid’s very eyes",680,0
682,788,Vatican City,41.902916,12.453389,GPE,"A couple months back, on a peaceful afternoon inside Vatican City, Chartrand had bumped into the camerlegno coming across the grounds",682,0
684,653,Vatican,41.902916,12.453389,FAC,no comment yet from the Vatican ,684,0
685,344,Rome,41.902783500000005,12.4963655,GPE,"satanic
urde 
presence in Rome ",685,1
686,345,Rome,41.902783500000005,12.4963655,GPE,"Rome sat riveted, as did the rest of the world",686,1
687,654,Vatican,41.902916,12.453389,FAC,"Apparently, the women had been inside the church fifteen minutes ago praying for the Vatican in its time of need, when some man had appeared and told them the church was closing early",687,0
689,381,Santa Maria della Vittoria,41.9047008,12.4943693,GPE," 91
L angdon and Vittoria dashed to the main entrance of the church of Santa Maria della Vittoria and found the wooden door locked",689,1
692,655,Vatican,41.902916,12.453389,GPE,"For the first time in Vatican history, a camerlegnohad just crossed the sacred threshold of conclave aftersealing the doors",692,0
694,789,Vatican City,41.902916,12.453389,GPE,"And finally, his words almost a whisper, he spoke of a deadly new technology, antimatter, which in less than two hours threatened to destroy all of Vatican City",694,0
701,656,Vatican,41.902916,12.453389,FAC,He had a physical strength in his movements and voice that Mortati had never witnessed on a Vatican altar,701,0
703,790,Vatican City,41.902916,12.453389,GPE,"By showing the cardinals, he Vatican Citywas personalizing the church",703,0
706,657,Vatican,41.902916,12.453389,FAC," 
Inside the Vatican, Gunther Glick was walking on air as he followed the camerlegno from the Sistine Chapel",706,0
708,791,Vatican City,41.902916,12.453389,GPE,".”
Glick decided it must be perpetual Christmas inside Vatican City",708,0
714,658,Vatican,41.902916,12.453389,FAC,"After she had served him and died doing it, he would stand on the balcony and watch the midnight Vatican fireworks",714,0
715,941,the Church of Santa Maria Della Vittoria,41.9047008,12.4943693,FAC,".”98
T he six pompierifiremen who responded to the fire at the Church of Santa Maria Della Vittoria extinguished the bonfire with blasts of Halon gas",715,1
716,659,Vatican,41.902916,12.453389,FAC,"Water was cheaper, but the steam it created would have ruined the frescoes in the chapel, and the Vatican paid Roman pompieria healthy stipend for swift and prudent service in all Vatican 
-owned 
buildings",716,0
717,660,Vatican,41.902916,12.453389,FAC,"Water was cheaper, but the steam it created would have ruined the frescoes in the chapel, and the Vatican paid Roman pompieria healthy stipend for swift and prudent service in all Vatican 
-owned 
buildings",717,0
718,661,Vatican,41.902916,12.453389,FAC,"The chief called the Vatican, but all the circuits were busy",718,0
722,662,Vatican,41.902916,12.453389,FAC,He phoned on one of the Vatican’s private extensions,722,0
723,663,Vatican,41.902916,12.453389,FAC,Vatican lines are jammed,723,0
724,664,Vatican,41.902916,12.453389,FAC,"Evacuate the damn Vatican! Enough games! We lose!
Langdon suddenly realized that all of the catalysts that had been driving him-helping to save Vatican City, rescuing the four cardinals, coming face to face with the brotherhood had evaporated from his m 
he had studied for years-all of these things 
ind",724,0
725,792,Vatican City,41.902916,12.453389,GPE,"Evacuate the damn Vatican! Enough games! We lose!
Langdon suddenly realized that all of the catalysts that had been driving him-helping to save Vatican City, rescuing the four cardinals, coming face to face with the brotherhood had evaporated from his m 
he had studied for years-all of these things 
ind",725,0
726,346,Rome,41.902783500000005,12.4963655,GPE,"There was
knew, of course, the spear was pointing far beyond the wall, into the night, somewhere across Rome",726,1
729,347,Rome,41.902783500000005,12.4963655,GPE,He immediately realized he had asked the right people; the fire department’s map of Rome was as detailed as any Langdon had ever seen,729,1
730,348,Rome,41.902783500000005,12.4963655,GPE,"Finally, Langdon’s finger th 
ran out of churches and trailed off intoe suburbs of Rome",730,1
731,349,Rome,41.902783500000005,12.4963655,GPE," 
Surveying the whole of Rome, Langdon’s eyes touched down on the three churches where the first three cardinals had been killed",731,1
732,350,Rome,41.902783500000005,12.4963655,GPE,Somehow he had imagined the churches would be scattered randomly across Rome,732,1
736,351,Rome,41.902783500000005,12.4963655,GPE,"When he leaned in to examine where he had placed the final mark, Langdon was surprised to find that the fourth point lay dead center of Rome’s famed Piazza Navona",736,1
738,352,Rome,41.902783500000005,12.4963655,GPE,"sprawled across Rome in an enormous, city-wide cross",738,1
739,353,Rome,41.902783500000005,12.4963655,GPE, ’Cross Rome the mystic elements unfold ,739,1
740,354,Rome,41.902783500000005,12.4963655,GPE, ’Cross Rome ,740,1
741,355,Rome,41.902783500000005,12.4963655,GPE,"A cross!’Cross Rome the mystic elements unfold!
It was cunning wordplay",741,1
742,240,Piazza Navona,41.8991633,12.4730742,FAC," 
Dead center of Piazza Navona, outside the church of St",742,0
744,356,Rome,41.902783500000005,12.4963655,GPE,Everyone who came to Rome went to see it,744,1
748,721,Vatican C,41.902916,12.453389,GPE,"He tried to hail Vatican C 
ither
ity but heard nothing but static",748,0
750,665,Vatican,41.902916,12.453389,FAC,Vatican circuits were jammed anyway,750,0
751,793,Vatican City,41.902916,12.453389,GPE,Then he’d gone on to say that a mystery guest was coming to Vatican City to save the day,751,0
752,357,Rome,41.902783500000005,12.4963655,GPE," 
Nights in Rome, like those in the desert, can be surprisingly cool, even after a warm day",752,1
753,358,Rome,41.902783500000005,12.4963655,GPE," A cross , Langdon thought, still amazed by the arrangement of the markers across Rome",753,1
759,359,Rome,41.902783500000005,12.4963655,GPE,His work in Rome was done,759,1
761,666,Vatican,41.902916,12.453389,FAC,"Through the slits in the balustrade, Vittoria could have sworn she saw the Vatican",761,0
762,360,Rome,41.902783500000005,12.4963655,GPE,"Four markers, he thought, spread across Rome in a giant cross",762,1
763,361,Rome,41.902783500000005,12.4963655,GPE,The bird’s deceptively dark color was the result of Rome’s pollution tarnishing the original bronze,763,1
764,362,Rome,41.902783500000005,12.4963655,GPE,"All of Rome spread out before him was
",764,1
766,382,Santa Maria della Vittoria,41.9047008,12.4943693,GPE,"To his right, the smoking cupola of Santa Maria della Vittoria",766,1
767,244,Piazza del Popolo,41.91070379999999,12.4763579,FAC,"In front of him in the distance, Piazza del Popolo",767,1
770,667,Vatican,41.902916,12.453389,FAC,"It
stood on the banks of the Tiber River diagonally adjacent to the Vatican",770,0
771,1016,the famous Bridge of Angels,41.901788,12.4664617,FAC,"And as if that were not enough, leading solely and directly to the castle’s main entrance stood the famous Bridge of Angels ",771,0
772,668,Vatican,41.902916,12.453389,FAC," 
Langdon knew through the centuries the building had been used by the Vatican as a tomb, a fortress, a papal hideout, a prison for enemies of the church, and a museum",772,0
773,669,Vatican,41.902916,12.453389,FAC,"Although the castle was property of the Vatican, it was used only sporadically, and Bernini had made numerous renovations to it over the years",773,0
775,670,Vatican,41.902916,12.453389,FAC," 
“Lucky bastard,” the Aussie said, gazing up at the tower, and then frowning at his obstructed view of the Vatican",775,0
781,24,Castle St. Angelo,41.903063200000005,12.466275999999999,FAC,"Il Passetto -The Little Passage-was a slender, three-quarter-mile tunnel built between Castle StAngelo and the Vatican",781,0
782,671,Vatican,41.902916,12.453389,FAC,Angelo and the Vatican,782,0
783,672,Vatican,41.902916,12.453389,FAC,It had been used by various Popes to escape to safety during sieges of the Vatican ,783,0
784,673,Vatican,41.902916,12.453389,FAC,Nowadays both ends of the tunnel were supposedly sealed with impenetrable locks whose keys were kept in some Vatican vault,784,0
785,674,Vatican,41.902916,12.453389,FAC,Langdon suddenly feared he knew how the Illuminati had been moving in and out of the Vatican,785,0
786,675,Vatican,41.902916,12.453389,FAC,The Illuminati meeting hall was in a building owned by the Vatican,786,0
787,676,Vatican,41.902916,12.453389,FAC,"No doubt while the Vatican guards were out searching basements and homes of well-known scientists, the Illuminati were meetinghere",787,0
788,677,Vatican,41.902916,12.453389,FAC,right under the Vatican’s nose,788,0
791,678,Vatican,41.902916,12.453389,FAC,The Vatican will pay more than the Illuminati ever could,791,0
793,794,Vatican City,41.902916,12.453389,GPE,".”
“But no one could possibly get into Vatican City right now!”
The Hassassin looked smug",793,0
794,679,Vatican,41.902916,12.453389,FAC,The only person expected at the Vatican right now was the person the press was calling the 11th Hour Samaritan-the person Rocher said had information that could save-Langdon stopped short,794,0
795,680,Vatican,41.902916,12.453389,FAC,“The Vatican will welcome Janus with open arms,795,0
797,795,Vatican City,41.902916,12.453389,GPE,"Janus coming to Vatican City on a suicidemission? A question of honor? For an inst 
s m 
ant, Langdon’ 
ind took in the entire
terrifying cycle",797,0
798,681,Vatican,41.902916,12.453389,FAC,The scream seemed to echo all the way to the Vatican,798,0
799,499,St. Peter’s Square,41.9022225,12.456728300000002,GPE,".”109
M
of S 
eanwhile, in StPeter’s Square, the wall
wiss Guards yelled orders and fanned
outward, trying to push the crowds back to a safer distance",799,0
800,682,Vatican,41.902916,12.453389,FAC,"The crowd was ed far 
too dense and seem more interested in the Vatican’s impending doom than in their own safety",800,0
801,683,Vatican,41.902916,12.453389,FAC,The Illuminati had no doubt expected the Vatican to be their usual reticent selves in the face of adversity,801,0
803,363,Rome,41.902783500000005,12.4963655,GPE,"Angelo, staring out across Rome, her eyes moist with tears",803,1
804,684,Vatican,41.902916,12.453389,FAC,She was staring out toward the Vatican,804,0
805,500,St. Peter’s Square,41.9022225,12.456728300000002,GPE,"To her shock, much of StPeter’s Square was still packed with people! The Swiss Guard had apparently been able to clear only
rea
about a hundred and fifty feet back-the a 
directly in front of the basilica-less than one-third of the square",805,0
806,796,Vatican City,41.902916,12.453389,GPE," 
“Nobody in Vatican City knows,” Langdon said",806,0
808,797,Vatican City,41.902916,12.453389,GPE,"It thundered fifty feet above them, on a beeline for Vatican City",808,0
810,685,Vatican,41.902916,12.453389,FAC,"Against the white marble, she could see a tiny
speck of a person emerge from the Vatican and move toward the chopper",810,0
811,924,the Apostolic Palace,41.9035313,12.4561705,FAC,"Rocher
year’s worth of cancer res 
led Kohler up a handicapped ramp on a circuitous route into the Apostolic Palace",811,0
